,,,,,,,,,,,,,,,
,MUNICÍPIO-CÓD,MUNICÍPIO,ANO FATO,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ
,316460,SAO SEBASTIAO DO OESTE,2020,2,5,3,0,3,3,5,3,2,4,0,6
,316460,SAO SEBASTIAO DO OESTE,2021,2,2,2,3,3,2,4,5,3,6,0,2
,316460,SAO SEBASTIAO DO OESTE,2022,9,5,3,3,4,3,3,2,1,4,2,5
,316470,SAO SEBASTIAO PARAISO,2020,69,37,51,35,48,57,52,47,56,40,58,45
,316470,SAO SEBASTIAO PARAISO,2021,65,49,45,32,42,32,42,43,32,38,40,48
,316470,SAO SEBASTIAO PARAISO,2022,40,30,34,38,40,33,41,36,41,41,47,54
,316480,SAO SEB.DO RIO PRETO,2020,0,1,4,2,0,0,0,0,0,0,1,0
,316480,SAO SEB.DO RIO PRETO,2021,0,0,2,2,1,0,2,2,1,0,1,0
,316480,SAO SEB.DO RIO PRETO,2022,2,1,1,1,0,0,0,1,1,0,0,0
,316490,SAO SEBASTIAO DO RIO VERDE,2020,0,3,0,1,0,1,1,1,0,0,1,0
,316490,SAO SEBASTIAO DO RIO VERDE,2021,2,0,1,0,0,0,0,0,1,0,0,0
,316490,SAO SEBASTIAO DO RIO VERDE,2022,0,0,0,1,0,0,0,0,0,0,0,1
,316500,SAO TIAGO,2020,3,8,3,1,5,5,0,5,2,6,7,1
,316500,SAO TIAGO,2021,3,7,4,2,3,6,2,4,2,4,4,8
,316500,SAO TIAGO,2022,5,1,4,3,4,2,1,6,5,6,0,2
,316510,SAO TOMAS DE AQUINO,2020,2,0,5,7,6,2,3,4,2,4,4,3
,316510,SAO TOMAS DE AQUINO,2021,6,4,3,3,1,2,3,2,3,4,10,8
,316510,SAO TOMAS DE AQUINO,2022,5,3,2,3,3,7,2,2,2,4,1,4
,316520,SAO TOME DAS LETRAS,2020,5,6,3,4,0,4,8,5,4,4,2,6
,316520,SAO TOME DAS LETRAS,2021,5,6,4,2,5,7,5,8,2,4,6,8
,316520,SAO TOME DAS LETRAS,2022,8,6,5,5,7,4,4,7,3,3,7,5
,316530,SAO VICENTE DE MINAS,2020,8,5,1,3,2,3,4,1,3,2,4,6
,316530,SAO VICENTE DE MINAS,2021,1,3,2,1,3,10,3,3,4,6,3,7
,316530,SAO VICENTE DE MINAS,2022,10,3,5,3,1,3,8,4,4,3,5,11
,316540,SAPUCAI-MIRIM,2020,2,1,2,1,3,3,5,5,5,1,1,4
,316540,SAPUCAI-MIRIM,2021,0,2,1,2,1,2,2,1,1,1,5,5
,316540,SAPUCAI-MIRIM,2022,2,1,1,1,2,2,2,2,0,0,1,2
,316550,SARDOA,2020,6,5,2,1,5,3,3,4,1,1,5,1
,316550,SARDOA,2021,6,3,1,1,4,4,2,4,3,3,2,4
,316550,SARDOA,2022,4,3,2,4,3,1,5,1,4,2,4,3
,316553,SARZEDO,2020,20,19,23,16,24,9,22,16,34,31,14,26
,316553,SARZEDO,2021,24,17,21,21,25,23,32,23,18,20,21,17
,316553,SARZEDO,2022,21,25,27,23,17,11,16,24,14,17,15,18
,316555,SETUBINHA,2020,7,4,3,5,2,4,5,6,4,4,3,4
,316555,SETUBINHA,2021,6,3,6,2,5,3,6,4,2,8,4,6
,316555,SETUBINHA,2022,7,2,7,4,2,3,3,5,7,8,3,4
,316556,SEM-PEIXE,2020,1,0,0,0,1,0,1,0,0,0,1,0
,316556,SEM-PEIXE,2021,1,0,0,0,1,3,0,0,1,0,2,0
,316556,SEM-PEIXE,2022,0,1,0,0,0,1,0,1,4,1,0,0
,316557,SENADOR AMARAL,2020,3,6,2,2,7,2,1,3,3,1,7,2
,316557,SENADOR AMARAL,2021,4,6,2,11,7,6,2,5,2,2,3,5
,316557,SENADOR AMARAL,2022,9,2,2,7,4,4,1,4,2,6,4,4
,316560,SENADOR CORTES,2020,2,3,3,2,0,2,2,2,2,2,1,0
,316560,SENADOR CORTES,2021,3,0,0,2,2,1,2,0,1,1,3,0
,316560,SENADOR CORTES,2022,1,2,3,1,4,0,1,0,1,4,0,3
,316570,SENADOR FIRMINO,2020,4,4,4,5,6,2,2,0,7,3,5,0
,316570,SENADOR FIRMINO,2021,4,2,1,3,2,0,3,1,1,3,4,2
,316570,SENADOR FIRMINO,2022,2,5,6,0,2,1,9,8,1,0,0,6
,316580,SENADOR JOSE BENTO,2020,0,0,0,0,0,0,0,0,0,0,0,1
,316580,SENADOR JOSE BENTO,2021,1,0,0,0,0,0,0,0,0,0,0,0
,316580,SENADOR JOSE BENTO,2022,0,0,1,1,0,2,0,0,0,0,0,1
,316590,SENADOR MODESTINO GONCALVES,2020,0,0,0,1,2,3,1,1,2,0,3,3
,316590,SENADOR MODESTINO GONCALVES,2021,2,0,2,2,1,0,1,1,0,1,1,3
,316590,SENADOR MODESTINO GONCALVES,2022,1,5,2,1,2,2,1,5,3,3,2,2
,316600,SENHORA DE OLIVEIRA,2020,4,2,1,1,0,2,1,4,4,3,2,2
,316600,SENHORA DE OLIVEIRA,2021,5,0,1,1,1,1,2,3,2,4,3,1
,316600,SENHORA DE OLIVEIRA,2022,1,2,2,1,1,1,2,0,1,2,3,0
,316610,SENHORA DO PORTO,2020,4,6,5,5,3,3,2,0,1,1,4,2
,316610,SENHORA DO PORTO,2021,1,4,3,1,3,1,3,5,4,3,1,3
,316610,SENHORA DO PORTO,2022,4,5,5,2,2,0,3,3,0,2,3,3
,316620,SENHORA DOS REMEDIOS,2020,2,4,4,6,2,3,3,4,2,3,2,6
,316620,SENHORA DOS REMEDIOS,2021,2,3,5,3,2,6,2,1,5,5,4,7
,316620,SENHORA DOS REMEDIOS,2022,7,5,2,0,4,3,5,3,4,3,3,2
,316630,SERICITA,2020,0,0,2,0,0,0,4,2,3,2,4,1
,316630,SERICITA,2021,3,1,1,2,1,3,4,4,6,1,0,7
,316630,SERICITA,2022,1,0,2,1,1,1,3,4,2,1,5,2
,316640,SERITINGA,2020,1,6,1,0,2,1,1,1,1,1,2,1
,316640,SERITINGA,2021,1,1,1,0,0,1,0,1,0,1,0,1
,316640,SERITINGA,2022,0,0,1,0,0,1,1,1,1,0,1,0
,316650,SERRA AZUL DE MINAS,2020,3,3,3,1,4,2,2,3,4,2,4,2
,316650,SERRA AZUL DE MINAS,2021,1,3,1,6,4,1,3,2,5,1,2,2
,316650,SERRA AZUL DE MINAS,2022,2,2,2,3,3,2,3,1,0,6,0,1
,316660,SERRA DA SAUDADE,2020,0,1,1,1,0,0,0,0,0,0,0,0
,316660,SERRA DA SAUDADE,2021,0,0,1,3,1,1,1,2,0,0,0,0
,316670,SERRA DOS AIMORES,2020,6,6,8,5,4,5,9,3,4,6,1,0
,316670,SERRA DOS AIMORES,2021,2,6,3,7,3,8,5,8,2,4,7,5
,316670,SERRA DOS AIMORES,2022,3,4,1,5,1,4,4,7,0,3,3,5
,316680,SERRA DO SALITRE,2020,3,9,8,6,8,5,11,7,12,6,13,12
,316680,SERRA DO SALITRE,2021,9,5,12,10,7,8,10,11,10,8,9,10
,316680,SERRA DO SALITRE,2022,8,3,7,3,9,1,1,4,8,6,7,12
,316690,SERRANIA,2020,4,2,7,4,2,4,3,2,2,2,1,5
,316690,SERRANIA,2021,6,3,3,3,8,3,4,7,7,1,4,3
,316690,SERRANIA,2022,2,2,6,1,3,1,8,5,5,7,0,4
,316695,SERRANOPOLIS DE MINAS,2020,0,1,1,6,1,0,4,2,2,2,2,3
,316695,SERRANOPOLIS DE MINAS,2021,0,1,2,0,2,2,0,2,2,1,1,3
,316695,SERRANOPOLIS DE MINAS,2022,2,2,3,4,2,3,0,1,2,3,0,1
,316700,SERRANOS,2020,1,0,0,1,0,3,1,0,2,0,1,1
,316700,SERRANOS,2021,0,2,2,1,1,0,1,0,1,1,0,1
,316700,SERRANOS,2022,3,2,0,0,0,0,1,2,0,0,1,1
,316710,SERRO,2020,14,19,15,9,20,15,13,15,19,20,11,20
,316710,SERRO,2021,13,9,15,11,25,14,11,22,12,16,16,9
,316710,SERRO,2022,20,14,18,22,15,16,18,8,9,4,5,18
,316720,SETE LAGOAS,2020,175,183,191,161,166,188,166,169,190,180,165,205
,316720,SETE LAGOAS,2021,185,154,161,170,185,177,180,204,182,215,190,161
,316720,SETE LAGOAS,2022,192,184,169,188,159,138,174,161,163,179,160,165
,316730,SILVEIRANIA,2020,1,0,0,0,0,0,2,0,0,0,0,1
,316730,SILVEIRANIA,2021,0,3,0,2,0,1,1,1,1,3,2,1
,316730,SILVEIRANIA,2022,0,1,1,1,1,0,2,2,3,2,0,0
,316740,SILVIANOPOLIS,2020,2,4,7,0,2,3,4,6,6,9,1,5
,316740,SILVIANOPOLIS,2021,10,4,4,3,5,1,4,3,2,6,4,0
,316740,SILVIANOPOLIS,2022,2,2,3,2,1,3,6,4,3,3,4,2
,316750,SIMAO PEREIRA,2020,2,0,0,2,5,1,0,4,2,2,2,0
,316750,SIMAO PEREIRA,2021,2,0,6,0,3,4,2,1,2,1,1,2
,316750,SIMAO PEREIRA,2022,4,3,0,1,1,3,1,2,1,3,2,1
,316760,SIMONESIA,2020,5,8,8,4,4,8,3,2,8,11,8,8
,316760,SIMONESIA,2021,7,8,14,8,12,7,4,6,14,6,9,8
,316760,SIMONESIA,2022,8,8,7,12,8,8,7,12,6,10,2,6
,316770,SOBRALIA,2020,4,3,4,2,4,4,2,5,5,3,1,2
,316770,SOBRALIA,2021,3,8,6,4,3,4,1,4,8,2,3,1
,316770,SOBRALIA,2022,0,4,3,2,3,9,2,1,3,5,5,2
,316780,SOLEDADE DE MINAS,2020,4,2,0,3,4,3,4,2,4,1,2,5
,316780,SOLEDADE DE MINAS,2021,3,3,4,1,2,1,1,3,2,4,4,4
,316780,SOLEDADE DE MINAS,2022,0,2,3,1,4,2,3,2,4,2,0,3
,316790,TABULEIRO,2020,3,3,2,1,2,2,2,3,1,1,3,2
,316790,TABULEIRO,2021,3,0,2,0,1,0,8,4,1,2,2,0
,316790,TABULEIRO,2022,3,1,1,1,2,2,0,0,2,2,2,2
,316800,TAIOBEIRAS,2020,13,16,10,18,22,31,14,18,30,27,29,26
,316800,TAIOBEIRAS,2021,21,25,14,19,18,32,28,31,17,22,19,23
,316800,TAIOBEIRAS,2022,23,28,29,27,28,31,21,29,18,28,17,27
,316805,TAPARUBA,2020,0,1,3,1,0,6,2,3,2,1,1,3
,316805,TAPARUBA,2021,1,1,0,2,5,4,2,0,0,5,1,3
,316805,TAPARUBA,2022,0,3,0,1,2,2,1,0,3,5,2,1
,316810,TAPIRA,2020,2,1,0,4,0,0,2,4,4,2,3,2
,316810,TAPIRA,2021,4,2,3,1,0,3,1,7,3,2,2,7
,316810,TAPIRA,2022,4,1,2,4,6,5,2,6,4,10,6,1
,316820,TAPIRAI,2020,3,0,0,0,0,1,0,3,3,0,2,0
,316820,TAPIRAI,2021,0,0,0,0,0,1,0,0,1,0,0,0
,316820,TAPIRAI,2022,0,0,0,0,1,1,0,0,0,0,0,1
,316830,TAQUARACU DE MINAS,2020,0,4,0,3,5,2,0,2,3,6,0,0
,316830,TAQUARACU DE MINAS,2021,7,1,2,1,3,0,3,3,0,2,0,1
,316830,TAQUARACU DE MINAS,2022,1,1,1,3,1,1,2,0,2,4,1,0
,316840,TARUMIRIM,2020,11,7,9,7,9,9,9,7,5,11,13,8
,316840,TARUMIRIM,2021,9,12,6,9,10,6,9,6,8,6,7,7
,316840,TARUMIRIM,2022,11,4,7,4,8,9,8,5,4,7,13,7
,316850,TEIXEIRAS,2020,5,6,5,6,8,6,10,9,2,7,10,5
,316850,TEIXEIRAS,2021,10,6,5,6,10,7,5,6,9,7,7,6
,316850,TEIXEIRAS,2022,9,7,7,3,9,7,4,5,8,8,4,8
,316860,TEOFILO OTONI,2020,95,113,89,89,81,87,92,114,96,93,83,101
,316860,TEOFILO OTONI,2021,106,111,84,88,67,75,87,89,76,76,80,67
,316860,TEOFILO OTONI,2022,83,90,101,84,80,89,75,67,72,81,68,68
,316870,TIMOTEO,2020,40,41,30,38,28,40,35,41,45,42,34,42
,316870,TIMOTEO,2021,42,41,28,38,46,31,36,31,31,41,37,41
,316870,TIMOTEO,2022,29,21,50,31,26,32,28,41,30,57,36,39
,316880,TIRADENTES,2020,9,6,6,5,0,7,5,4,4,5,2,3
,316880,TIRADENTES,2021,5,3,8,6,2,5,2,9,4,5,5,1
,316880,TIRADENTES,2022,6,6,7,6,6,4,5,4,0,4,4,11
,316890,TIROS,2020,8,1,6,6,1,4,3,7,4,5,8,1
,316890,TIROS,2021,5,3,6,2,9,3,5,11,11,5,7,2
,316890,TIROS,2022,8,9,7,6,7,4,7,9,1,5,7,1
,316900,TOCANTINS,2020,13,15,8,5,12,9,11,11,11,9,10,12
,316900,TOCANTINS,2021,18,4,11,10,6,9,8,6,5,7,10,5
,316900,TOCANTINS,2022,9,11,10,11,8,9,8,6,13,8,9,4
,316905,TOCOS DO MOJI,2020,0,1,0,0,0,0,0,1,0,0,0,1
,316905,TOCOS DO MOJI,2021,0,2,0,0,1,1,0,0,2,0,0,2
,316905,TOCOS DO MOJI,2022,0,0,0,1,0,0,0,0,0,1,0,0
,316910,TOLEDO,2020,4,2,1,2,3,3,3,3,4,3,3,1
,316910,TOLEDO,2021,7,5,6,4,2,7,5,1,4,1,4,3
,316910,TOLEDO,2022,5,4,8,3,4,2,5,7,0,1,5,1
,316920,TOMBOS,2020,4,7,3,4,6,3,5,3,3,5,0,11
,316920,TOMBOS,2021,2,4,5,6,9,4,5,5,5,5,1,6
,316920,TOMBOS,2022,5,7,5,1,3,3,3,5,4,5,1,4
,316930,TRES CORACOES,2020,76,56,55,58,57,70,67,74,69,69,84,59
,316930,TRES CORACOES,2021,68,61,65,56,64,65,64,80,80,86,86,78
,316930,TRES CORACOES,2022,80,74,110,102,63,69,64,71,93,90,77,78
,316935,TRES MARIAS,2020,21,27,20,21,31,24,12,14,22,17,27,36
,316935,TRES MARIAS,2021,19,12,19,20,11,14,10,21,21,20,30,14
,316935,TRES MARIAS,2022,14,27,19,21,26,18,23,22,26,24,29,26
,316940,TRES PONTAS,2020,54,55,36,37,39,29,35,45,49,43,54,37
,316940,TRES PONTAS,2021,34,30,30,35,35,31,46,36,38,53,34,28
,316940,TRES PONTAS,2022,41,18,27,35,35,24,24,28,29,45,26,41
,316950,TUMIRITINGA,2020,2,1,5,3,5,4,4,2,2,10,5,7
,316950,TUMIRITINGA,2021,3,2,2,2,7,2,6,3,6,2,2,4
,316950,TUMIRITINGA,2022,7,5,2,2,6,4,4,3,2,3,1,2
,316960,TUPACIGUARA,2020,21,18,17,24,14,25,12,12,19,16,17,19
,316960,TUPACIGUARA,2021,15,15,13,11,17,15,11,15,24,27,18,16
,316960,TUPACIGUARA,2022,19,20,14,7,22,9,22,10,14,29,7,6
,316970,TURMALINA,2020,7,12,8,6,7,5,11,14,18,8,10,6
,316970,TURMALINA,2021,10,7,6,3,7,8,2,9,8,7,5,4
,316970,TURMALINA,2022,9,5,7,9,7,3,3,5,11,9,4,3
,316980,TURVOLANDIA,2020,2,4,4,0,1,5,1,1,1,2,3,0
,316980,TURVOLANDIA,2021,4,3,1,1,3,4,3,5,2,2,2,4
,316980,TURVOLANDIA,2022,3,2,2,3,0,3,0,3,1,0,3,2
,316990,UBA,2020,65,67,71,46,46,46,65,58,52,61,59,57
,316990,UBA,2021,68,46,55,61,62,49,53,46,47,56,56,59
,316990,UBA,2022,48,52,53,37,51,41,48,43,45,51,36,51
,317000,UBAI,2020,6,9,6,5,8,5,2,5,7,5,7,8
,317000,UBAI,2021,2,3,2,6,5,0,3,1,4,11,10,5
,317000,UBAI,2022,1,7,4,3,6,3,3,2,1,7,2,4
,317005,UBAPORANGA,2020,1,9,2,7,4,5,5,5,5,10,5,5
,317005,UBAPORANGA,2021,5,1,1,13,3,4,6,5,4,2,1,7
,317005,UBAPORANGA,2022,6,0,11,5,4,6,5,6,10,4,6,7
,317010,UBERABA,2020,211,185,205,198,192,184,215,236,262,267,234,252
,317010,UBERABA,2021,259,192,200,203,216,196,231,247,239,226,228,252
,317010,UBERABA,2022,199,162,225,233,180,208,224,210,192,256,189,246
,317020,UBERLANDIA,2020,373,352,379,321,309,285,312,320,386,373,318,319
,317020,UBERLANDIA,2021,359,264,256,336,318,300,272,338,386,370,327,336
,317020,UBERLANDIA,2022,288,287,345,349,295,294,324,300,296,375,283,301
,317030,UMBURATIBA,2020,0,0,3,3,1,2,1,0,1,2,0,0
,317030,UMBURATIBA,2021,0,2,0,1,1,1,1,0,0,1,0,0
,317030,UMBURATIBA,2022,0,2,2,1,2,1,2,0,0,0,1,2
,317040,UNAI,2020,65,54,60,52,55,71,63,53,71,43,63,83
,317040,UNAI,2021,78,47,47,51,67,46,47,71,65,49,53,57
,317040,UNAI,2022,67,36,36,48,50,51,56,48,68,54,60,37
,317043,UNIAO DE MINAS,2020,2,0,0,2,3,1,3,4,3,2,2,3
,317043,UNIAO DE MINAS,2021,1,4,2,2,0,2,3,3,3,2,3,2
,317043,UNIAO DE MINAS,2022,1,1,5,3,4,0,5,4,1,5,1,3
,317047,URUANA DE MINAS,2020,4,0,3,0,1,0,3,3,2,3,3,0
,317047,URUANA DE MINAS,2021,2,0,2,2,2,2,1,1,3,4,0,1
,317047,URUANA DE MINAS,2022,1,0,1,0,3,3,0,1,1,0,4,2
,317050,URUCANIA,2020,12,11,6,6,9,11,6,15,4,11,5,6
,317050,URUCANIA,2021,11,6,11,2,3,9,2,5,4,8,12,15
,317050,URUCANIA,2022,11,3,9,9,11,9,7,4,10,12,5,6
,317052,URUCUIA,2020,1,2,1,2,2,4,2,4,3,4,1,2
,317052,URUCUIA,2021,6,3,5,6,3,5,3,2,4,6,7,5
,317052,URUCUIA,2022,6,3,5,7,0,2,3,6,5,4,1,2
,317057,VARGEM ALEGRE,2020,5,3,1,4,2,3,2,5,1,4,3,9
,317057,VARGEM ALEGRE,2021,3,6,2,3,3,2,9,3,1,1,9,5
,317057,VARGEM ALEGRE,2022,1,0,3,3,2,1,2,4,4,7,2,4
,317060,VARGEM BONITA,2020,0,0,0,0,1,2,2,3,1,1,3,0
,317060,VARGEM BONITA,2021,3,1,0,3,0,2,2,0,0,4,2,3
,317060,VARGEM BONITA,2022,0,3,0,1,1,0,0,1,4,3,1,2
,317065,VARGEM GRANDE DO RIO PARDO,2020,0,1,0,0,2,1,0,0,1,2,0,0
,317065,VARGEM GRANDE DO RIO PARDO,2021,1,0,0,2,2,1,1,0,1,1,1,1
,317065,VARGEM GRANDE DO RIO PARDO,2022,0,0,1,1,1,0,1,0,1,2,0,1
,317070,VARGINHA,2020,78,89,78,84,75,78,74,92,86,99,99,92
,317070,VARGINHA,2021,104,83,95,102,121,87,96,97,138,96,84,105
,317070,VARGINHA,2022,102,98,104,98,84,96,102,80,83,109,107,109
,317075,VARJAO DE MINAS,2020,2,3,1,4,2,1,1,2,3,3,3,5
,317075,VARJAO DE MINAS,2021,1,2,1,2,6,3,2,2,3,3,4,9
,317075,VARJAO DE MINAS,2022,3,4,3,4,2,1,2,2,1,1,4,5
,317080,VARZEA DA PALMA,2020,28,25,25,23,18,16,18,26,22,24,17,33
,317080,VARZEA DA PALMA,2021,24,23,23,15,23,22,27,29,31,28,24,29
,317080,VARZEA DA PALMA,2022,27,23,34,26,20,17,25,29,24,31,12,22
,317090,VARZELANDIA,2020,9,9,8,9,11,7,12,8,7,6,6,7
,317090,VARZELANDIA,2021,10,3,4,6,7,12,7,16,13,12,7,7
,317090,VARZELANDIA,2022,10,12,7,8,15,3,11,6,7,6,12,12
,317100,VAZANTE,2020,10,4,7,5,8,7,2,11,9,8,11,4
,317100,VAZANTE,2021,11,4,5,7,10,9,7,10,6,9,8,4
,317100,VAZANTE,2022,13,7,5,7,9,7,13,7,12,4,6,8
,317103,VERDELANDIA,2020,2,4,3,6,3,7,5,3,3,5,2,5
,317103,VERDELANDIA,2021,9,3,9,7,4,7,2,7,4,3,5,10
,317103,VERDELANDIA,2022,12,7,6,8,9,8,5,7,3,7,5,11
,317107,VEREDINHA,2020,3,1,3,1,1,1,0,3,3,2,3,0
,317107,VEREDINHA,2021,1,2,2,0,1,1,0,5,0,4,1,4
,317107,VEREDINHA,2022,2,2,2,3,2,0,2,1,2,4,0,1
,317110,VERISSIMO,2020,0,5,0,0,0,4,1,1,1,1,1,1
,317110,VERISSIMO,2021,2,1,2,1,3,2,3,2,1,4,0,1
,317110,VERISSIMO,2022,2,1,2,0,1,3,0,2,0,1,0,2
,317115,VERMELHO NOVO,2020,3,2,2,4,0,1,0,2,2,1,3,4
,317115,VERMELHO NOVO,2021,0,2,0,0,1,0,1,4,2,6,1,1
,317115,VERMELHO NOVO,2022,0,1,4,0,0,1,4,3,1,4,2,3
,317120,VESPASIANO,2020,102,87,92,81,79,87,100,109,104,98,108,105
,317120,VESPASIANO,2021,121,65,90,90,93,50,88,87,73,101,99,67
,317120,VESPASIANO,2022,74,77,78,71,78,60,69,89,105,103,99,107
,317130,VICOSA,2020,51,57,38,31,34,36,35,27,40,31,25,33
,317130,VICOSA,2021,24,40,23,21,32,36,35,29,45,35,43,35
,317130,VICOSA,2022,42,30,31,38,24,35,42,32,40,43,38,36
,317140,VIEIRAS,2020,1,2,1,2,0,1,1,3,2,2,3,0
,317140,VIEIRAS,2021,1,2,2,0,3,0,3,3,3,5,7,1
,317140,VIEIRAS,2022,4,3,4,2,3,1,3,1,4,0,1,1
,317150,MATHIAS LOBATO,2020,3,2,1,1,1,3,1,1,7,6,7,2
,317150,MATHIAS LOBATO,2021,3,1,2,3,4,0,2,2,2,4,2,1
,317150,MATHIAS LOBATO,2022,1,2,2,1,3,3,1,1,2,2,0,0
,317160,VIRGEM DA LAPA,2020,2,2,2,11,3,4,2,6,3,2,4,1
,317160,VIRGEM DA LAPA,2021,2,4,3,4,3,2,0,2,3,3,10,1
,317160,VIRGEM DA LAPA,2022,5,0,2,3,5,5,1,3,2,8,2,1
,317170,VIRGINIA,2020,3,3,3,1,2,1,1,2,4,2,1,2
,317170,VIRGINIA,2021,1,3,2,2,3,1,2,0,1,2,9,8
,317170,VIRGINIA,2022,8,4,3,2,5,0,2,2,4,5,1,3
,317180,VIRGINOPOLIS,2020,8,11,9,9,2,10,9,6,13,10,6,8
,317180,VIRGINOPOLIS,2021,7,7,6,6,6,6,2,8,2,4,6,5
,317180,VIRGINOPOLIS,2022,1,11,11,10,5,4,6,7,5,3,9,4
,317190,VIRGOLANDIA,2020,3,0,2,2,1,3,0,1,1,3,0,0
,317190,VIRGOLANDIA,2021,1,1,3,0,2,1,2,1,5,1,1,1
,317190,VIRGOLANDIA,2022,2,0,2,1,1,1,0,0,0,0,1,0
,317200,VISCONDE DO RIO BRANCO,2020,27,21,23,22,27,23,20,21,31,19,26,27
,317200,VISCONDE DO RIO BRANCO,2021,24,19,23,37,37,19,21,18,16,15,17,35
,317200,VISCONDE DO RIO BRANCO,2022,28,24,19,26,29,24,12,28,35,22,21,16
,317210,VOLTA GRANDE,2020,0,1,0,0,1,1,1,1,0,3,5,1
,317210,VOLTA GRANDE,2021,0,0,1,0,3,0,1,2,1,1,1,4
,317210,VOLTA GRANDE,2022,1,1,3,2,4,2,2,1,1,1,1,0
,317220,WENCESLAU BRAZ,2020,0,1,2,1,6,0,1,1,0,0,0,1
,317220,WENCESLAU BRAZ,2021,3,1,2,1,2,2,0,1,2,0,1,1
,317220,WENCESLAU BRAZ,2022,3,0,1,1,5,0,1,2,2,1,1,3
