MUNICÍPIO-CÓD,MUNICÍPIO,ANO FATO,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ
315040,PIEDADE DOS GERAIS,2019,3,1,1,2,3,1,1,0,3,2,3,3
315040,PIEDADE DOS GERAIS,2020,1,0,0,1,3,3,4,6,5,5,2,2
315040,PIEDADE DOS GERAIS,2021,3,3,,,,,,,,,,
315050,PIMENTA,2018,7,4,6,7,2,9,9,3,4,9,4,8
315050,PIMENTA,2019,11,2,9,6,3,8,7,5,7,7,7,8
315050,PIMENTA,2020,5,5,4,6,6,3,6,7,7,4,4,3
315050,PIMENTA,2021,10,5,,,,,,,,,,
315053,PINGO D'AGUA,2018,6,3,0,1,3,3,2,1,3,1,3,2
315053,PINGO D'AGUA,2019,3,0,2,2,7,5,2,4,2,3,3,1
315053,PINGO D'AGUA,2020,3,1,1,0,0,3,2,1,3,4,1,4
315053,PINGO D'AGUA,2021,4,2,,,,,,,,,,
315057,PINTOPOLIS,2018,1,2,0,1,3,3,0,4,3,4,1,5
315057,PINTOPOLIS,2019,4,1,2,4,2,1,1,2,3,1,2,2
315057,PINTOPOLIS,2020,1,2,1,2,2,1,4,2,0,5,0,0
315057,PINTOPOLIS,2021,3,3,,,,,,,,,,
315060,PIRACEMA,2018,2,6,2,3,4,4,3,1,2,4,1,2
315060,PIRACEMA,2019,0,4,1,3,1,0,2,2,2,8,0,4
315060,PIRACEMA,2020,3,2,4,2,1,1,2,2,5,3,4,0
315060,PIRACEMA,2021,2,0,,,,,,,,,,
315070,PIRAJUBA,2018,5,4,4,4,1,1,6,6,4,1,0,3
315070,PIRAJUBA,2019,3,3,2,8,5,1,0,4,7,6,3,4
315070,PIRAJUBA,2020,0,5,2,2,2,3,0,3,2,5,5,3
315070,PIRAJUBA,2021,5,1,,,,,,,,,,
315080,PIRANGA,2018,9,11,5,8,8,5,8,4,8,7,7,5
315080,PIRANGA,2019,6,8,10,7,8,6,8,5,2,1,7,4
315080,PIRANGA,2020,8,8,3,7,8,3,3,5,8,4,8,4
315080,PIRANGA,2021,7,5,,,,,,,,,,
315090,PIRANGUCU,2018,4,5,1,3,3,0,3,0,0,1,2,2
315090,PIRANGUCU,2019,2,3,2,1,4,0,2,0,7,3,1,3
315090,PIRANGUCU,2020,4,4,5,2,2,4,1,2,3,1,2,3
315090,PIRANGUCU,2021,5,1,,,,,,,,,,
315100,PIRANGUINHO,2018,3,4,3,6,3,5,3,6,7,12,9,7
315100,PIRANGUINHO,2019,2,2,6,6,3,2,5,4,1,2,6,3
315100,PIRANGUINHO,2020,2,3,4,4,1,3,3,2,1,2,2,4
315100,PIRANGUINHO,2021,4,2,,,,,,,,,,
315110,PIRAPETINGA,2018,5,7,6,10,6,4,8,6,7,2,5,2
315110,PIRAPETINGA,2019,6,9,3,6,6,5,8,3,7,4,4,5
315110,PIRAPETINGA,2020,5,2,0,2,2,6,1,3,5,5,3,7
315110,PIRAPETINGA,2021,5,3,,,,,,,,,,
315120,PIRAPORA,2018,37,42,45,51,47,54,48,39,57,77,52,54
315120,PIRAPORA,2019,39,48,52,45,40,39,51,39,49,41,43,49
315120,PIRAPORA,2020,45,44,37,26,38,47,37,40,47,48,56,38
315120,PIRAPORA,2021,51,36,,,,,,,,,,
315130,PIRAUBA,2018,3,4,4,3,4,4,3,2,5,4,6,5
315130,PIRAUBA,2019,4,8,7,3,1,6,4,8,5,5,6,2
315130,PIRAUBA,2020,4,5,5,1,4,3,5,4,4,7,10,4
315130,PIRAUBA,2021,4,2,,,,,,,,,,
315140,PITANGUI,2018,17,18,19,19,15,21,14,16,20,13,10,27
315140,PITANGUI,2019,28,15,22,20,17,23,24,22,20,20,16,19
315140,PITANGUI,2020,22,20,10,16,16,19,19,16,17,22,26,23
315140,PITANGUI,2021,31,31,,,,,,,,,,
315150,PIUMHI,2018,22,27,29,22,22,20,28,16,19,27,27,32
315150,PIUMHI,2019,22,31,24,20,16,23,16,25,26,24,30,30
315150,PIUMHI,2020,31,34,13,30,23,16,17,22,16,16,13,23
315150,PIUMHI,2021,20,12,,,,,,,,,,
315160,PLANURA,2018,11,6,11,13,9,9,12,15,8,6,10,12
315160,PLANURA,2019,6,3,10,9,5,5,14,12,9,12,10,5
315160,PLANURA,2020,13,8,7,15,8,11,13,13,11,20,10,13
315160,PLANURA,2021,8,11,,,,,,,,,,
315170,POCO FUNDO,2018,14,7,6,8,6,3,4,2,4,12,6,7
315170,POCO FUNDO,2019,5,6,8,8,7,10,4,7,6,3,5,7
315170,POCO FUNDO,2020,6,4,7,6,9,6,12,8,5,10,7,6
315170,POCO FUNDO,2021,8,10,,,,,,,,,,
315180,POCOS DE CALDAS,2018,123,117,145,115,119,125,110,116,144,138,109,129
315180,POCOS DE CALDAS,2019,153,107,120,134,123,108,120,126,132,131,136,142
315180,POCOS DE CALDAS,2020,131,129,131,103,96,99,95,105,127,146,113,114
315180,POCOS DE CALDAS,2021,132,120,,,,,,,,,,
315190,POCRANE,2018,2,4,1,0,0,4,2,3,5,4,1,4
315190,POCRANE,2019,2,3,1,1,0,3,3,3,1,3,5,1
315190,POCRANE,2020,6,7,3,3,3,4,0,1,4,1,1,5
315190,POCRANE,2021,1,6,,,,,,,,,,
315200,POMPEU,2018,20,16,20,19,21,20,18,15,20,26,20,20
315200,POMPEU,2019,22,22,16,24,32,20,28,25,25,27,27,25
315200,POMPEU,2020,24,21,21,19,24,17,19,16,33,25,25,25
315200,POMPEU,2021,21,11,,,,,,,,,,
315210,PONTE NOVA,2018,54,42,55,41,44,50,36,45,45,49,46,55
315210,PONTE NOVA,2019,68,43,61,58,53,29,66,53,51,59,46,55
315210,PONTE NOVA,2020,48,56,45,55,33,36,43,46,50,46,48,40
315210,PONTE NOVA,2021,54,47,,,,,,,,,,
315213,PONTO CHIQUE,2018,2,1,3,1,1,1,2,3,1,0,1,1
315213,PONTO CHIQUE,2019,2,0,0,2,2,1,0,0,3,2,1,2
315213,PONTO CHIQUE,2020,5,0,1,5,1,6,1,2,5,2,2,1
315213,PONTO CHIQUE,2021,2,1,,,,,,,,,,
315217,PONTO DOS VOLANTES,2018,4,2,3,5,1,3,0,2,2,2,5,4
315217,PONTO DOS VOLANTES,2019,3,2,2,3,8,3,3,6,2,3,5,6
315217,PONTO DOS VOLANTES,2020,5,2,3,3,6,3,4,5,3,2,2,3
315217,PONTO DOS VOLANTES,2021,2,3,,,,,,,,,,
315220,PORTEIRINHA,2018,14,4,20,6,8,12,7,12,15,14,18,13
315220,PORTEIRINHA,2019,19,18,15,13,12,13,9,14,22,16,15,18
315220,PORTEIRINHA,2020,15,18,18,17,16,13,15,13,15,14,14,11
315220,PORTEIRINHA,2021,11,9,,,,,,,,,,
315230,PORTO FIRME,2018,5,3,7,3,5,4,9,6,4,5,3,3
315230,PORTO FIRME,2019,7,1,8,6,3,1,7,4,4,4,4,2
315230,PORTO FIRME,2020,3,0,5,4,2,3,3,4,3,3,2,5
315230,PORTO FIRME,2021,2,3,,,,,,,,,,
315240,POTE,2018,7,13,11,7,2,9,9,3,7,2,7,11
315240,POTE,2019,7,5,10,9,12,11,14,6,7,4,8,4
315240,POTE,2020,12,4,2,4,5,8,5,4,13,5,5,5
315240,POTE,2021,5,3,,,,,,,,,,
315250,POUSO ALEGRE,2018,111,98,114,109,91,77,83,97,102,112,104,109
315250,POUSO ALEGRE,2019,137,101,127,120,106,94,101,81,92,119,96,105
315250,POUSO ALEGRE,2020,103,94,101,68,82,117,93,90,109,116,102,98
315250,POUSO ALEGRE,2021,113,78,,,,,,,,,,
315260,POUSO ALTO,2018,1,4,2,4,3,2,3,3,6,1,2,2
315260,POUSO ALTO,2019,3,3,2,1,1,2,1,2,3,1,2,0
315260,POUSO ALTO,2020,0,3,1,4,1,0,0,0,5,5,2,1
315260,POUSO ALTO,2021,2,3,,,,,,,,,,
315270,PRADOS,2018,1,3,7,3,6,2,3,4,4,5,2,1
315270,PRADOS,2019,4,6,4,3,3,1,0,7,5,1,3,9
315270,PRADOS,2020,1,5,2,4,2,6,5,3,3,2,2,3
315270,PRADOS,2021,5,3,,,,,,,,,,
315280,PRATA,2018,15,15,12,14,12,22,13,20,13,21,21,18
315280,PRATA,2019,30,11,26,17,13,15,20,7,29,20,19,14
315280,PRATA,2020,32,20,12,11,15,14,15,21,18,20,16,12
315280,PRATA,2021,12,17,,,,,,,,,,
315290,PRATAPOLIS,2018,2,5,9,5,7,3,2,7,4,8,4,1
315290,PRATAPOLIS,2019,8,9,6,4,8,1,5,4,5,14,8,4
315290,PRATAPOLIS,2020,4,5,2,5,2,8,5,6,3,8,7,5
315290,PRATAPOLIS,2021,6,4,,,,,,,,,,
315300,PRATINHA,2018,1,1,1,1,0,0,2,0,4,0,2,5
315300,PRATINHA,2019,2,0,1,0,6,3,2,1,3,1,1,2
315300,PRATINHA,2020,2,2,2,2,1,3,0,1,0,0,0,7
315300,PRATINHA,2021,0,1,,,,,,,,,,
315310,PRESIDENTE BERNARDES,2018,2,0,0,0,0,3,1,1,1,1,1,3
315310,PRESIDENTE BERNARDES,2019,2,3,3,0,0,3,0,0,2,1,1,0
315310,PRESIDENTE BERNARDES,2020,1,1,0,1,2,3,1,2,1,2,0,0
315310,PRESIDENTE BERNARDES,2021,1,1,,,,,,,,,,
315320,PRESIDENTE JUSCELINO,2018,1,0,1,2,1,2,0,0,1,2,2,2
315320,PRESIDENTE JUSCELINO,2019,2,1,0,0,1,2,5,7,2,0,4,3
315320,PRESIDENTE JUSCELINO,2020,1,0,1,2,1,2,2,2,1,2,3,1
315320,PRESIDENTE JUSCELINO,2021,2,1,,,,,,,,,,
315330,PRESIDENTE KUBITSCHEK,2018,1,3,3,2,4,2,2,0,1,2,2,1
315330,PRESIDENTE KUBITSCHEK,2019,2,4,1,3,2,0,1,2,2,1,2,5
315330,PRESIDENTE KUBITSCHEK,2020,1,5,1,1,6,2,3,4,6,3,2,6
315330,PRESIDENTE KUBITSCHEK,2021,2,4,,,,,,,,,,
315340,PRESIDENTE OLEGARIO,2018,13,12,12,13,6,8,16,11,9,11,8,13
315340,PRESIDENTE OLEGARIO,2019,5,12,12,8,8,12,5,9,8,6,12,12
315340,PRESIDENTE OLEGARIO,2020,7,5,8,8,3,18,8,8,7,5,5,5
315340,PRESIDENTE OLEGARIO,2021,7,8,,,,,,,,,,
315350,ALTO JEQUITIBA,2018,4,1,6,5,1,8,3,0,4,4,4,1
315350,ALTO JEQUITIBA,2019,4,3,2,4,3,0,3,6,4,6,3,4
315350,ALTO JEQUITIBA,2020,5,1,4,8,5,3,4,0,4,4,0,5
315350,ALTO JEQUITIBA,2021,4,1,,,,,,,,,,
315360,PRUDENTE DE MORAIS,2018,6,10,10,5,7,6,11,8,7,9,15,7
315360,PRUDENTE DE MORAIS,2019,11,10,7,8,6,10,12,22,6,10,6,15
315360,PRUDENTE DE MORAIS,2020,8,10,16,14,6,13,4,10,8,11,16,15
315360,PRUDENTE DE MORAIS,2021,12,6,,,,,,,,,,
315370,QUARTEL GERAL,2018,4,2,5,4,2,2,2,1,1,4,1,4
315370,QUARTEL GERAL,2019,3,3,4,1,3,1,0,1,2,2,2,0
315370,QUARTEL GERAL,2020,1,3,2,0,1,0,0,1,1,3,1,3
315370,QUARTEL GERAL,2021,2,2,,,,,,,,,,
315380,QUELUZITO,2018,1,1,1,1,0,1,0,0,0,1,1,3
315380,QUELUZITO,2019,2,0,0,2,2,1,0,0,0,0,3,0
315380,QUELUZITO,2020,0,0,2,0,1,1,1,0,1,0,0,1
315380,QUELUZITO,2021,1,1,,,,,,,,,,
315390,RAPOSOS,2018,14,12,14,15,14,15,11,19,13,9,13,22
315390,RAPOSOS,2019,22,8,26,14,15,11,11,10,8,20,15,13
315390,RAPOSOS,2020,16,17,7,12,11,11,6,15,10,24,23,21
315390,RAPOSOS,2021,22,9,,,,,,,,,,
315400,RAUL SOARES,2018,15,9,10,12,7,12,12,15,21,18,11,15
315400,RAUL SOARES,2019,16,14,9,11,8,14,18,8,15,11,23,20
315400,RAUL SOARES,2020,17,25,10,12,12,14,17,10,11,9,11,17
315400,RAUL SOARES,2021,14,15,,,,,,,,,,
315410,RECREIO,2018,6,1,10,9,9,3,2,4,3,3,5,8
315410,RECREIO,2019,6,10,4,4,8,4,0,7,10,4,4,6
315410,RECREIO,2020,6,9,5,1,5,4,5,9,4,8,8,10
315410,RECREIO,2021,8,7,,,,,,,,,,
315415,REDUTO,2018,9,12,9,3,3,4,2,9,6,5,11,5
315415,REDUTO,2019,2,2,6,8,4,5,3,5,6,8,5,3
315415,REDUTO,2020,8,3,4,2,4,3,2,4,8,5,4,5
315415,REDUTO,2021,4,4,,,,,,,,,,
315420,RESENDE COSTA,2018,3,4,5,1,4,4,0,2,2,3,2,5
315420,RESENDE COSTA,2019,3,5,3,4,2,7,4,2,2,0,5,3
315420,RESENDE COSTA,2020,4,7,3,4,1,0,5,0,1,6,3,5
315420,RESENDE COSTA,2021,4,8,,,,,,,,,,
315430,RESPLENDOR,2018,5,6,5,6,10,8,6,6,6,6,6,6
315430,RESPLENDOR,2019,8,14,13,4,10,6,1,2,7,8,7,8
315430,RESPLENDOR,2020,16,16,6,13,8,10,6,7,5,14,7,8
315430,RESPLENDOR,2021,6,3,,,,,,,,,,
315440,RESSAQUINHA,2018,4,3,3,3,4,5,5,2,2,4,1,2
315440,RESSAQUINHA,2019,1,2,2,5,0,2,1,1,3,4,3,3
315440,RESSAQUINHA,2020,2,1,4,1,1,0,2,2,3,1,2,3
315445,RIACHINHO,2018,4,1,4,1,4,4,1,2,1,3,4,4
315445,RIACHINHO,2019,1,2,2,4,3,4,4,2,3,5,3,2
315445,RIACHINHO,2020,2,7,4,4,5,4,5,3,7,4,1,5
315445,RIACHINHO,2021,4,5,,,,,,,,,,
315450,RIACHO DOS MACHADOS,2018,2,1,1,1,0,1,3,2,2,2,1,0
315450,RIACHO DOS MACHADOS,2019,3,3,1,5,2,2,1,2,0,6,3,2
315450,RIACHO DOS MACHADOS,2020,3,2,1,2,1,0,1,2,2,2,1,1
315450,RIACHO DOS MACHADOS,2021,3,2,,,,,,,,,,
315460,RIBEIRAO DAS NEVES,2018,221,167,215,175,162,207,176,195,211,239,221,216
315460,RIBEIRAO DAS NEVES,2019,240,210,218,209,227,209,209,206,201,213,206,220
315460,RIBEIRAO DAS NEVES,2020,220,184,186,185,204,196,239,221,229,232,236,165
315460,RIBEIRAO DAS NEVES,2021,212,180,,,,,,,,,,
315470,RIBEIRAO VERMELHO,2018,3,2,4,3,2,3,0,3,2,2,5,2
315470,RIBEIRAO VERMELHO,2019,3,7,2,2,2,1,4,0,3,2,4,1
315470,RIBEIRAO VERMELHO,2020,2,2,3,4,1,1,2,7,3,1,1,1
315470,RIBEIRAO VERMELHO,2021,5,2,,,,,,,,,,
315480,RIO ACIMA,2018,10,4,10,6,9,7,11,4,11,12,15,6
315480,RIO ACIMA,2019,8,9,10,6,10,5,12,9,7,12,11,8
315480,RIO ACIMA,2020,7,9,6,8,6,5,11,5,10,4,10,7
315480,RIO ACIMA,2021,5,10,,,,,,,,,,
315490,RIO CASCA,2018,17,8,8,6,10,8,8,7,8,10,15,10
315490,RIO CASCA,2019,18,9,16,14,15,15,9,10,12,7,9,7
315490,RIO CASCA,2020,14,12,10,10,13,11,11,7,4,8,9,9
315490,RIO CASCA,2021,11,20,,,,,,,,,,
315500,RIO DOCE,2018,3,1,4,0,1,2,1,1,1,2,1,2
315500,RIO DOCE,2019,0,1,1,2,0,1,1,1,0,0,1,0
315500,RIO DOCE,2020,0,2,2,2,3,1,1,0,1,1,2,0
315510,RIO DO PRADO,2018,2,2,1,0,3,0,3,0,3,1,1,1
315510,RIO DO PRADO,2019,5,1,6,1,2,6,0,1,0,3,3,2
315510,RIO DO PRADO,2020,5,6,3,1,5,0,2,4,5,2,0,3
315510,RIO DO PRADO,2021,2,2,,,,,,,,,,
315520,RIO ESPERA,2018,1,4,1,1,0,1,2,2,2,1,6,2
315520,RIO ESPERA,2019,2,0,4,4,0,0,0,8,2,1,0,6
315520,RIO ESPERA,2020,4,2,3,2,1,2,0,1,0,1,3,8
315520,RIO ESPERA,2021,5,8,,,,,,,,,,
315530,RIO MANSO,2018,2,0,6,1,3,2,5,1,3,1,3,2
315530,RIO MANSO,2019,2,4,5,2,3,5,3,3,3,0,1,2
315530,RIO MANSO,2020,7,4,3,7,2,8,6,3,1,2,5,4
315530,RIO MANSO,2021,3,8,,,,,,,,,,
315540,RIO NOVO,2018,4,7,6,6,11,2,6,8,6,6,8,10
315540,RIO NOVO,2019,8,7,6,1,5,5,4,4,3,7,6,6
315540,RIO NOVO,2020,6,13,11,6,7,3,8,6,10,6,5,10
315540,RIO NOVO,2021,15,2,,,,,,,,,,
315550,RIO PARANAIBA,2018,11,18,3,8,17,4,11,8,11,5,12,13
315550,RIO PARANAIBA,2019,7,11,6,12,13,11,6,7,11,13,16,9
315550,RIO PARANAIBA,2020,8,8,10,9,9,10,11,14,10,10,10,14
315550,RIO PARANAIBA,2021,13,5,,,,,,,,,,
315560,RIO PARDO DE MINAS,2018,5,9,12,10,12,4,8,7,7,8,7,11
315560,RIO PARDO DE MINAS,2019,4,7,7,10,8,3,8,11,5,5,10,12
315560,RIO PARDO DE MINAS,2020,15,11,7,8,5,9,10,8,10,10,4,9
315560,RIO PARDO DE MINAS,2021,12,11,,,,,,,,,,
315570,RIO PIRACICABA,2018,6,12,8,6,4,3,6,3,6,3,4,2
315570,RIO PIRACICABA,2019,16,6,6,5,3,8,6,4,6,7,13,9
315570,RIO PIRACICABA,2020,6,13,11,6,10,4,6,4,4,5,1,8
315570,RIO PIRACICABA,2021,9,5,,,,,,,,,,
315580,RIO POMBA,2018,13,12,9,17,7,6,4,9,3,10,9,5
315580,RIO POMBA,2019,6,14,7,7,15,8,8,8,13,8,10,8
315580,RIO POMBA,2020,6,12,6,6,8,10,6,8,14,10,6,10
315580,RIO POMBA,2021,10,9,,,,,,,,,,
315590,RIO PRETO,2018,3,3,4,4,3,1,7,1,6,1,3,6
315590,RIO PRETO,2019,1,5,1,4,0,1,2,2,1,0,2,2
315590,RIO PRETO,2020,2,1,2,1,2,3,5,1,2,2,2,2
315590,RIO PRETO,2021,1,1,,,,,,,,,,
315600,RIO VERMELHO,2018,5,3,3,4,4,3,5,4,8,4,18,15
315600,RIO VERMELHO,2019,5,13,8,14,9,1,8,7,7,5,5,6
315600,RIO VERMELHO,2020,7,5,5,5,9,10,7,8,4,4,14,10
315600,RIO VERMELHO,2021,6,4,,,,,,,,,,
315610,RITAPOLIS,2018,3,0,3,3,2,2,6,2,2,2,7,8
315610,RITAPOLIS,2019,3,2,2,2,2,0,1,6,0,3,1,2
315610,RITAPOLIS,2020,2,3,0,2,2,3,1,1,3,0,4,2
315610,RITAPOLIS,2021,4,2,,,,,,,,,,
315620,ROCHEDO DE MINAS,2018,2,5,1,3,0,3,5,0,1,0,2,1
315620,ROCHEDO DE MINAS,2019,3,0,1,1,0,5,2,1,0,1,2,2
315620,ROCHEDO DE MINAS,2020,2,1,5,0,0,1,2,0,3,1,0,1
315620,ROCHEDO DE MINAS,2021,2,1,,,,,,,,,,
315630,RODEIRO,2018,0,5,3,3,1,5,5,3,3,7,2,4
315630,RODEIRO,2019,7,1,1,5,4,7,6,2,1,3,3,4
315630,RODEIRO,2020,4,3,8,8,4,3,5,1,5,4,4,3
315630,RODEIRO,2021,4,3,,,,,,,,,,
315640,ROMARIA,2018,1,2,2,1,2,0,1,1,0,0,0,4
315640,ROMARIA,2019,1,2,2,0,2,1,1,2,1,1,0,0
315640,ROMARIA,2020,1,0,0,2,1,3,1,2,1,0,5,3
315640,ROMARIA,2021,0,3,,,,,,,,,,
315645,ROSARIO DA LIMEIRA,2018,2,3,4,3,1,1,3,1,1,1,1,4
315645,ROSARIO DA LIMEIRA,2019,2,3,3,0,2,2,3,5,3,0,2,1
315645,ROSARIO DA LIMEIRA,2020,1,1,2,1,0,0,2,1,1,1,0,1
315645,ROSARIO DA LIMEIRA,2021,3,0,,,,,,,,,,
315650,RUBELITA,2018,3,1,1,2,3,1,2,3,3,1,3,6
315650,RUBELITA,2019,4,3,2,4,1,3,7,6,1,5,0,2
315650,RUBELITA,2020,2,2,2,5,2,3,2,1,2,0,1,3
315650,RUBELITA,2021,5,1,,,,,,,,,,
315660,RUBIM,2018,12,4,5,8,4,3,3,6,9,5,3,4
315660,RUBIM,2019,11,4,5,2,4,6,9,5,4,4,6,12
315660,RUBIM,2020,8,1,4,4,7,9,7,5,7,3,7,6
315660,RUBIM,2021,4,4,,,,,,,,,,
315670,SABARA,2018,100,114,100,99,99,99,89,110,112,108,136,123
315670,SABARA,2019,134,90,106,115,84,104,90,99,97,106,100,126
315670,SABARA,2020,108,133,99,115,87,100,103,120,94,112,141,91
315670,SABARA,2021,91,98,,,,,,,,,,
315680,SABINOPOLIS,2018,14,16,12,8,14,13,7,12,8,11,13,20
315680,SABINOPOLIS,2019,10,10,11,9,8,11,12,8,7,6,5,11
315680,SABINOPOLIS,2020,8,9,7,8,10,11,10,11,13,7,5,12
315680,SABINOPOLIS,2021,9,8,,,,,,,,,,
315690,SACRAMENTO,2018,26,28,23,22,15,13,19,14,20,19,19,25
315690,SACRAMENTO,2019,28,20,32,33,31,15,20,24,22,17,30,21
315690,SACRAMENTO,2020,23,28,21,23,21,18,17,17,16,29,11,18
315690,SACRAMENTO,2021,18,12,,,,,,,,,,
315700,SALINAS,2018,14,14,21,7,16,10,16,25,17,13,11,21
315700,SALINAS,2019,19,12,18,11,23,11,15,17,19,17,20,27
315700,SALINAS,2020,23,27,16,21,12,25,16,18,19,19,22,23
315700,SALINAS,2021,21,14,,,,,,,,,,
315710,SALTO DA DIVISA,2018,3,2,2,1,0,0,1,1,2,0,2,6
315710,SALTO DA DIVISA,2019,1,3,3,1,2,6,5,2,2,2,4,5
315710,SALTO DA DIVISA,2020,4,3,3,1,5,1,4,3,3,2,7,2
315710,SALTO DA DIVISA,2021,4,4,,,,,,,,,,
315720,SANTA BARBARA,2018,23,19,10,18,12,15,21,21,15,17,25,26
315720,SANTA BARBARA,2019,22,19,22,22,21,24,16,18,10,35,20,21
315720,SANTA BARBARA,2020,26,15,18,20,23,20,18,16,23,20,18,19
315720,SANTA BARBARA,2021,18,12,,,,,,,,,,
315725,SANTA BARBARA DO LESTE,2018,3,3,2,6,7,4,7,3,3,6,4,7
315725,SANTA BARBARA DO LESTE,2019,4,3,9,6,3,2,5,3,2,3,4,9
315725,SANTA BARBARA DO LESTE,2020,3,7,6,1,1,3,4,3,4,1,4,6
315725,SANTA BARBARA DO LESTE,2021,2,5,,,,,,,,,,
315727,SANTA BARBARA DO MONTE VERDE,2018,0,0,1,0,0,1,0,3,3,4,2,1
315727,SANTA BARBARA DO MONTE VERDE,2019,1,2,1,1,1,1,1,1,0,1,1,0
315727,SANTA BARBARA DO MONTE VERDE,2020,0,2,0,1,3,3,0,2,2,1,2,2
315727,SANTA BARBARA DO MONTE VERDE,2021,2,0,,,,,,,,,,
315730,SANTA BARBARA DO TUGURIO,2018,1,3,0,0,0,0,2,5,1,0,0,2
315730,SANTA BARBARA DO TUGURIO,2019,1,2,1,3,7,1,1,0,0,2,0,3
315730,SANTA BARBARA DO TUGURIO,2020,1,1,2,1,1,2,2,3,4,0,2,1
315730,SANTA BARBARA DO TUGURIO,2021,2,1,,,,,,,,,,
315733,SANTA CRUZ DE MINAS,2018,2,7,4,5,6,9,2,10,7,8,5,1
315733,SANTA CRUZ DE MINAS,2019,6,9,12,7,2,4,3,2,3,5,6,8
315733,SANTA CRUZ DE MINAS,2020,4,4,2,5,5,9,5,3,4,5,8,8
315733,SANTA CRUZ DE MINAS,2021,7,3,,,,,,,,,,
315737,SANTA CRUZ DE SALINAS,2018,0,1,0,1,0,0,1,1,1,2,3,2
315737,SANTA CRUZ DE SALINAS,2019,1,0,3,4,0,0,0,1,1,1,0,1
315737,SANTA CRUZ DE SALINAS,2020,1,0,1,4,1,0,5,2,1,0,0,3
315737,SANTA CRUZ DE SALINAS,2021,3,0,,,,,,,,,,
315740,SANTA CRUZ DO ESCALVADO,2018,1,2,3,1,3,0,2,2,1,2,3,2
315740,SANTA CRUZ DO ESCALVADO,2019,2,1,0,0,1,1,1,2,4,4,3,3
315740,SANTA CRUZ DO ESCALVADO,2020,6,5,1,1,4,2,1,1,3,0,6,2
315740,SANTA CRUZ DO ESCALVADO,2021,1,2,,,,,,,,,,
315750,SANTA EFIGENIA DE MINAS,2018,1,2,5,3,2,3,2,0,0,2,6,1
315750,SANTA EFIGENIA DE MINAS,2019,4,5,6,7,1,1,1,1,1,1,1,2
315750,SANTA EFIGENIA DE MINAS,2020,0,1,2,5,4,1,1,3,6,2,2,1
315750,SANTA EFIGENIA DE MINAS,2021,1,0,,,,,,,,,,
315760,SANTA FE DE MINAS,2018,2,1,1,3,2,0,3,1,1,1,3,1
315760,SANTA FE DE MINAS,2019,2,0,1,4,2,4,2,2,1,1,0,1
315760,SANTA FE DE MINAS,2020,1,0,4,0,0,2,1,2,1,0,1,2
315760,SANTA FE DE MINAS,2021,2,0,,,,,,,,,,
315765,SANTA HELENA DE MINAS,2018,1,1,4,1,1,2,2,4,1,1,2,1
315765,SANTA HELENA DE MINAS,2019,0,2,2,4,1,1,1,1,2,2,1,1
315765,SANTA HELENA DE MINAS,2020,2,3,1,1,3,0,4,0,2,1,1,4
315765,SANTA HELENA DE MINAS,2021,0,1,,,,,,,,,,
315770,SANTA JULIANA,2018,8,11,13,19,9,10,11,12,10,16,14,10
315770,SANTA JULIANA,2019,11,7,7,7,5,10,12,14,16,16,24,13
315770,SANTA JULIANA,2020,8,8,7,11,4,7,8,13,10,14,9,4
315770,SANTA JULIANA,2021,11,7,,,,,,,,,,
315780,SANTA LUZIA,2018,178,188,196,201,144,172,191,182,151,176,194,182
315780,SANTA LUZIA,2019,189,160,194,166,170,158,179,166,180,176,225,191
315780,SANTA LUZIA,2020,191,197,199,153,160,171,171,144,162,175,171,150
315780,SANTA LUZIA,2021,194,137,,,,,,,,,,
315790,SANTA MARGARIDA,2018,7,13,9,8,11,6,3,6,5,1,6,9
315790,SANTA MARGARIDA,2019,10,3,6,9,3,4,8,2,2,4,3,3
315790,SANTA MARGARIDA,2020,0,8,2,4,4,5,9,8,11,9,6,5
315790,SANTA MARGARIDA,2021,8,5,,,,,,,,,,
315800,SANTA MARIA DE ITABIRA,2018,3,8,6,9,8,12,6,6,6,10,9,9
315800,SANTA MARIA DE ITABIRA,2019,8,3,11,4,6,4,6,6,2,5,9,10
315800,SANTA MARIA DE ITABIRA,2020,6,15,15,9,11,4,7,7,3,8,7,6
315800,SANTA MARIA DE ITABIRA,2021,11,0,,,,,,,,,,
315810,SANTA MARIA DO SALTO,2018,5,2,2,1,0,1,0,1,0,3,0,3
315810,SANTA MARIA DO SALTO,2019,1,1,0,3,1,6,0,0,2,0,5,2
315810,SANTA MARIA DO SALTO,2020,2,3,3,1,3,2,0,1,2,1,7,0
315810,SANTA MARIA DO SALTO,2021,1,2,,,,,,,,,,
315820,SANTA MARIA DO SUACUI,2018,8,6,13,7,7,6,6,3,11,7,12,12
315820,SANTA MARIA DO SUACUI,2019,10,7,9,7,4,5,5,9,6,7,2,4
315820,SANTA MARIA DO SUACUI,2020,9,10,4,4,4,7,6,4,4,8,9,15
315820,SANTA MARIA DO SUACUI,2021,11,6,,,,,,,,,,
315830,SANTANA DA VARGEM,2018,4,5,8,3,5,4,4,1,1,5,4,5
315830,SANTANA DA VARGEM,2019,1,3,0,5,4,1,4,0,6,5,3,5
315830,SANTANA DA VARGEM,2020,7,4,1,2,3,4,1,0,2,7,1,4
